Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return
2019-01-02,37.57521438598633,37.79649888400641,36.69722151346666,36.8542616564938,148158800,,1.0
2019-01-03,33.832454681396484,34.67237676927436,33.78724581383999,34.258362731845025,365248800,-0.09960714172227603,0.900392858277724
2019-01-04,35.27672576904297,35.345729898875284,34.21552314309918,34.3892170595102,234428400,0.04268892403011626,0.938829660602001
2019-01-07,35.19820022583008,35.41234680881426,34.7151859148074,35.381413677453956,219111200,-0.0022259872905154854,0.936739837709542
2019-01-08,35.869197845458984,36.123793562928256,35.33859646605184,35.58605069449792,164101200,0.019063407086834516,0.9545972905702542
2019-01-09,36.47831344604492,36.768598408813624,35.602702406686625,35.99767715234844,180396400,0.016981578545756326,0.9708078594396392
2019-01-10,36.59489440917969,36.63534346586933,35.89535554850889,36.285574035533934,143122800,0.003195897839608275,0.9739104621802971
2019-01-11,36.2356071472168,36.57110088304182,36.0500156403027,36.375993445543166,108092800,-0.009817961433241984,0.96434864682318
2019-01-14,35.690738677978516,35.99292128203398,35.505147127305,35.892987649413605,129756800,-0.015036824608032906,0.9498479053599059
2019-01-15,36.42121124267578,36.49734959802523,35.70263668006988,35.75498338778188,114843600,0.020466725872165137,0.9692881820591573
2019-01-16,36.866153717041016,37.08981625707733,36.40455292260857,36.42358841863822,122278800,0.012216575429097265,0.9811295642478156
2019-01-17,37.08505630493164,37.51334588700581,36.46641539408566,36.69007793309382,119284800,0.005937765831791619,0.9869552818509669
2019-01-18,37.313472747802734,37.56568667566943,37.113601887219595,37.47526899184965,135004000,0.0061592583544418655,0.993034194416168
2019-01-22,36.47593688964844,37.29206339899699,36.314136980893885,37.2159250418447,121576000,-0.022445936989438087,0.9707446114599453
2019-01-23,36.62345123291016,36.91373615846914,36.095228081853584,36.67817600819282,92522400,0.00404415501945854,0.9746704531529934
2019-01-24,36.33316421508789,36.75669394163248,36.10474556492736,36.66865796507572,101766000,-0.007926260580308653,0.9669449611613753
2019-01-25,37.537132263183594,37.62517187338515,36.71862783649916,36.99463341228096,134142000,0.03313688950866922,0.9989865095003443
2019-01-28,37.18975067138672,37.19688852871694,36.5615938117792,37.06839983547352,104768400,-0.009254345520091523,0.9897415431715179
2019-01-29,36.80427932739258,37.625169028471376,36.66865644024619,37.17784404708917,166348800,-0.010364988660456875,0.979482883299762
2019-01-30,39.319297790527344,39.53344077404036,38.12484669885647,38.84342126658753,244439200,0.0683349466175498,1.0464157938428549
2019-01-31,39.602447509765625,40.21156891959634,39.15512238601182,39.52392744246948,162958400,0.00720129135435621,1.0539513388521171
2019-02-01,39.62147903442383,40.206805105535146,39.481092705405594,39.72617244698673,130672400,0.0004805643553598138,1.0544578302978531
2019-02-04,40.746925354003906,40.844480907959166,39.80231021008978,39.83324334442914,125982000,0.02840495476209437,1.0844096572659998
2019-02-05,41.4440803527832,41.65822694434279,41.00865657430904,41.13000376807158,144406400,0.01710938905751802,1.1029632439898935
2019-02-06,41.4583625793457,41.77482089204486,41.127628552346515,41.55591450394574,112958400,0.00034461439223476553,1.1033433409978783
2019-02-07,40.67316436767578,41.38697910594836,40.53039996776146,41.02055217380472,126966800,-0.018939440991359913,1.0824466348978392
2019-02-08,40.72095489501953,40.78069457288458,40.2454257465744,40.38163396229257,95280000,0.001174989162675777,1.083718497963019
2019-02-11,40.48676681518555,40.91211661394077,40.44375600359482,40.873882350602315,83973600,-0.0057510458789027386,1.077485983161418
2019-02-12,40.83565139770508,40.861937000103666,40.55128996618045,40.64687563227546,89134000,0.008617249782185032,1.0867709490151232
2019-02-13,40.66600036621094,41.21560624804489,40.60387240073179,40.95514207256291,89960800,-0.004154483293088207,1.0822559772640261
2019-02-14,40.81416702270508,40.92408603758289,40.47484593720307,40.553702785035696,87342800,0.0036435020695384512,1.0861991791569579
2019-02-15,40.72333908081055,41.029205909072424,40.563237197753175,40.921675228955706,98507200,-0.0022254023178766014,1.0837819489859863
2019-02-19,40.84521484375,40.96708613224222,40.50111732800384,40.55368854142776,75891200,0.0029927743080597757,1.0870254637584507
2019-02-20,41.10806655883789,41.416325336390706,40.859551104960914,40.90734211768104,104457600,0.006435312339362342,1.0940208121385764
2019-02-21,40.876277923583984,41.18931326234548,40.694670609628645,41.05310868843414,68998800,-0.005638519508626039,1.08785215444649
2019-02-22,41.33268737792969,41.33985584736165,40.95274391315378,41.000534924773696,75652800,0.011165631450078095,1.099998710675213
2019-02-25,41.63377380371094,42.025665930791185,41.566865658567025,41.617048590535184,87493600,0.007284462852082063,1.1080116104204647
2019-02-26,41.65766906738281,41.889459289505155,41.380476110544926,41.509515845654406,68280800,0.0005739394123753794,1.1086475419530546
2019-02-27,41.78670883178711,41.817774631160844,41.27533733357488,41.39004014069917,111341600,0.0030976232538495463,1.1120817143593316
2019-02-28,41.37569808959961,41.79626774171743,41.32073860868711,41.65528298161905,112861600,-0.009835920408138077,1.1011433671295474
2019-03-01,41.81061172485352,41.85362254858275,41.31357709984077,41.645729608115985,103544800,0.01051133045083863,1.1127178489351952
2019-03-04,42.020896911621094,42.47491707019806,41.57165330268141,41.982662637196206,109744800,0.00502946926850556,1.1183142291609325
2019-03-05,41.94442367553711,42.05673456522143,41.70785323096829,42.04239762546951,78949600,-0.0018198858592862743,1.116279024909044
2019-03-06,41.70307922363281,41.93486948700485,41.56448272054905,41.73892157519718,83241600,-0.005753910311683597,1.1098560555169037
2019-03-07,41.22038269042969,41.68396322987974,41.10568351605907,41.54775499776006,99185600,-0.011574601736592749,1.0970099136893499
2019-03-08,41.31834411621094,41.35657837814415,40.503494184081475,40.69944204182424,95997600,0.002376528779874487,1.0996169893210401
2019-03-11,42.749717712402344,42.80228892761929,41.90141709077292,41.934871168981786,128044000,0.034642569222173014,1.1377105469914717
2019-03-12,43.23002624511719,43.650592312120786,42.86202774604568,43.01257291804957,129870400,0.011235361504515762,1.1504931362744213
2019-03-13,43.42119216918945,43.801135672491235,43.232412731751154,43.55022827826939,124130000,0.004422063567307122,1.1555806900567773
2019-03-14,43.90388107299805,43.99229827171578,43.62429983063425,43.94450361458386,94318000,0.011116436000370822,1.1684266288410579
2019-03-15,44.47500991821289,44.76415166553812,43.90629046350283,44.17153487275356,156171600,0.013008618629073876,1.1836262452517057
2019-03-18,44.92901611328125,45.01742966611717,44.396135583226894,44.3985275038249,104879200,0.010208119029163853,1.1957088428492775
2019-03-19,44.572967529296875,45.160807555548054,44.42720257150999,45.00787412821596,126585600,-0.007924691319450616,1.1862332193617595
2019-03-20,44.96247482299805,45.28029036657512,44.14284449562121,44.50128258512939,124140800,0.008738643964980808,1.1965992891251949
2019-03-21,46.618465423583984,46.9147756101299,45.35676341348758,45.40694635937365,204136800,0.036830503816905225,1.2406706438106265
2019-03-22,45.65306091308594,47.23974655431228,45.58854104236857,46.67819214407311,169630800,-0.020708629117801358,1.2149780555906085
2019-03-25,45.10106658935547,45.87529044787232,44.58969511449764,45.76297956658023,175381200,-0.012091069310365743,1.200287671709889
2019-03-26,44.63509368896485,46.0903549339732,44.106997007157496,45.79882503010239,199202000,-0.010331749016787017,1.1878866007378388
2019-03-27,45.03654861450195,45.34480374776992,44.57774832631072,45.103456761974385,119393600,0.00899415442778273,1.1985706362675688
2019-03-28,45.096290588378906,45.29701504101596,44.8119291240327,45.15125007383936,83121600,0.0013265220296592162,1.2001605666206803
2019-03-29,45.39020538330078,45.421271181808265,45.05327273343193,45.361531505429554,94256000,0.00651749381350708,1.2079826056888456
2019-04-01,45.69847106933594,45.80360985284444,45.015048922315,45.794053107514955,111448000,0.006791458276779849,1.2161865691544573
2019-04-02,46.36276626586914,46.467908673343175,45.65305866163964,45.66261540494625,91062800,0.014536486254109082,1.2338656484994033
2019-04-03,46.68058776855469,46.95538884017429,46.15487566354562,46.178772994217205,93087200,0.006855102235767907,1.2423239236650687
2019-04-04,46.761837005615234,46.924327200684935,46.152491481661734,46.54677194916167,76457200,0.0017405358617887945,1.244486233006166
2019-04-05,47.07487106323242,47.09876839535696,46.81918346513947,46.94344302898936,74106400,0.006694220707787801,1.2528170985177125
2019-04-08,47.815650939941406,47.84671310035385,46.91716363859226,46.93628077758069,103526800,0.015736206174923995,1.2725316866794574
2019-04-09,47.672271728515625,48.47278501803434,47.60775184358019,47.86821965823758,143072800,-0.002998583279894551,1.2687158944406443
2019-04-10,47.93989944458008,47.96857697172916,47.35683955756723,47.47631892306262,86781200,0.005613907337761015,1.2758383479099786
2019-04-11,47.54083633422851,48.03070243658207,47.41896870038707,47.99486008728185,83603200,-0.008324237534392376,1.2652179664464893
2019-04-12,47.521724700927734,47.82520332961341,46.88609720701765,47.600581524738395,111042800,-0.00040200456648287197,1.2647093430463816
2019-04-15,47.60774993896485,47.75590684089754,47.3162199771819,47.45242821257179,70146400,0.0018102297123789857,1.2669987574766874
2019-04-16,47.61252212524414,48.119113414692066,47.447640034865586,47.66270505779345,102785600,0.00010023969386097065,1.2671257610442592
2019-04-17,48.53968811035156,48.5994277929976,47.459593627169305,47.68182349642656,115627200,0.019473154198144105,1.2918006963775148
2019-04-18,48.71412658691406,48.78342301391168,48.393922765494615,48.537295815006495,96783200,0.0035937288300231796,1.2964430777827307
2019-04-22,48.87421798706055,48.97219191986758,48.350897900264954,48.467988964806544,77758000,0.0032863444623369986,1.3007036363121371
2019-04-23,49.57915496826172,49.64367484459723,48.7236822999395,48.85033013179243,93292000,0.014423493822198985,1.319464327174997
2019-04-24,49.502685546875,49.81810913726031,49.476399943824525,49.55047655799757,70162400,-0.0015423704061852117,1.3174292244447452
2019-04-25,49.05345153808594,49.646068212671416,49.01521726328142,49.42383832703479,74172800,-0.009074942173868061,1.3054736304147452
2019-04-26,48.81926345825195,48.986533820100895,48.298331592813334,48.96263649145658,74596400,-0.004774140707553665,1.2992411156131443
2019-04-29,48.89334487915039,49.21832889107268,48.71412583535988,48.8431619425519,88818800,0.0015174628958052327,1.301212665798792
2019-04-30,47.951847076416016,48.604203377012624,47.579072047503665,48.52295828532061,186139600,-0.019256154494266542,1.276156313676274
2019-05-01,50.30559158325195,51.4502022665524,49.997332787495154,50.15265814578386,259309200,0.04908558586043643,1.3387971939825687
2019-05-02,49.97821044921875,50.81456589591716,49.7344752014596,50.14309253496312,127985200,-0.006507847810345524,1.3300845055952124
2019-05-03,50.59952163696289,50.621027052057784,50.236303270622095,50.394016940427896,83569600,0.012431641352493639,1.3466196391372809
2019-05-06,49.818119049072266,49.904144344696654,48.62810549811918,48.81688130578931,129772400,-0.015442884885295216,1.325823947065806
2019-05-07,48.47517013549805,49.56482140635094,47.99008418506328,49.19682655113943,155054800,-0.02695703770452229,1.2900836609351944
2019-05-08,48.484718322753906,49.067778128752565,48.209917278785525,48.24575962496562,105358000,0.00019697068064261636,1.2903377695919747
2019-05-09,47.96379852294922,48.19319687117108,46.993626623189535,47.88732997606126,139634400,-0.010743999714240227,1.2764743809642052
2019-05-10,47.29933547973633,47.699936597031,46.24147196062477,47.35690775258256,164834800,-0.013853428287064595,1.2587908346672423
2019-05-13,44.55031967163086,45.4522632218253,43.86186824428685,45.02768010823459,229722400,-0.05811954396871355,1.185630485404386
2019-05-14,45.25556564331055,45.50503815213908,44.475959020360506,44.715837981268216,146118800,0.01583032348315072,1.2043993995198223
2019-05-15,45.79767990112305,45.9967798306252,44.62227473591836,44.68224446190353,106178800,0.011978952204139137,1.2188268423613642
2019-05-16,45.596187591552734,46.16949808957643,45.298736399758674,45.555408612560825,132125600,-0.004399618277723505,1.2134644695083312
2019-05-17,45.33711624145508,45.792884728984006,44.79978613867689,44.84056511617059,131516400,-0.0056818642913394335,1.2065697290702226
2019-05-20,43.91944122314453,44.22169107812748,43.24538188030595,44.022591087067156,154449200,-0.03126963370939462,1.1688407355973534
2019-05-21,44.761417388916016,45.097246483732384,44.30564514850796,44.43038323812373,113459200,0.019170921631119997,1.191248489738751
2019-05-22,43.84507369995117,44.547920918961154,43.78990256693896,44.29604729221338,118994400,-0.020471730843620528,1.1668615712889499
2019-05-23,43.09665298461914,43.30774397139174,42.652875463537775,43.13023589116903,146118800,-0.017069664894481917,1.146943635288799
2019-05-24,42.931129455566406,43.691545172371775,42.847170371710014,43.22617949439193,94858800,-0.0038407513713839547,1.1425385099486634
2019-05-28,42.753623962402344,43.31973842722147,42.67686460222569,42.919141022494294,111792800,-0.004134656959067007,1.1378145051475022
